# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "Homo_sapiens.GRCh38.96.chromosome.22.gff3" "-g" "exon_id" "-o" "counts.txt" "s1-unshuffled-pe-trim.sorted.bam" "s2-unshuffled-pe-trim.sorted.bam" "s3-unshuffled-pe-trim.sorted.bam" "s4-unshuffled-pe-trim.sorted.bam" "s5-unshuffled-pe-trim.sorted.bam" "s1-shuffled-pe-trim.sorted.bam" "s1-unshuffled-pe-trim.sorted.bam" "s2-shuffled-pe-trim.sorted.bam" "s2-unshuffled-pe-trim.sorted.bam" "s3-shuffled-pe-trim.sorted.bam" "s3-unshuffled-pe-trim.sorted.bam" "s4-shuffled-pe-trim.sorted.bam" "s4-unshuffled-pe-trim.sorted.bam" "s5-shuffled-pe-trim.sorted.bam" "s5-unshuffled-pe-trim.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	s1-unshuffled-pe-trim.sorted.bam	s2-unshuffled-pe-trim.sorted.bam	s3-unshuffled-pe-trim.sorted.bam	s4-unshuffled-pe-trim.sorted.bam	s5-unshuffled-pe-trim.sorted.bam	s1-shuffled-pe-trim.sorted.bam	s1-unshuffled-pe-trim.sorted.bam	s2-shuffled-pe-trim.sorted.bam	s2-unshuffled-pe-trim.sorted.bam	s3-shuffled-pe-trim.sorted.bam	s3-unshuffled-pe-trim.sorted.bam	s4-shuffled-pe-trim.sorted.bam	s4-unshuffled-pe-trim.sorted.bam	s5-shuffled-pe-trim.sorted.bam	s5-unshuffled-pe-trim.sorted.bam
ENSE00001839449	22	31604869	31606430	+	1562	0	1	0	0	2	0	0	0	1	0	0	0	0	0	2
ENSE00003528511	22;22;22	31607937;31607937;31607937	31608033;31608033;31608033	+;+;+	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003683458	22;22;22;22	31611143;31611143;31611143;31611143	31611303;31611303;31611303;31611303	+;+;+;+	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003577639	22;22;22	31611766;31611766;31611766	31611840;31611840;31611840	+;+;+	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003591707	22;22	31613142;31613142	31613216;31613216	+;+	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003605773	22;22	31613354;31613354	31613530;31613530	+;+	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003573339	22;22	31613602;31613602	31613855;31613855	+;+	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003671765	22;22;22	31614789;31614789;31614789	31614860;31614860;31614860	+;+;+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003603317	22;22;22;22	31615048;31615048;31615048;31615048	31615279;31615279;31615279;31615279	+;+;+;+	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003687634	22;22;22;22;22	31616745;31616745;31616745;31616745;31616745	31616877;31616877;31616877;31616877;31616877	+;+;+;+;+	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003609188	22;22;22;22;22	31617000;31617000;31617000;31617000;31617000	31617078;31617078;31617078;31617078;31617078	+;+;+;+;+	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003555262	22;22;22;22	31618115;31618115;31618115;31618115	31618226;31618226;31618226;31618226	+;+;+;+	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003494462	22;22;22;22	31618314;31618314;31618314;31618314	31618548;31618548;31618548;31618548	+;+;+;+	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003554800	22	31589447	31589577	+	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003528978	22	31602212	31602293	+	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003623943	22	31602607	31602785	+	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003647882	22	31603744	31603819	+	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003593619	22;22;22	31604869;31604869;31604869	31604945;31604945;31604945	+;+;+	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003505797	22;22	31606328;31606328	31606430;31606430	+;+	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002118242	22	31613354	31613453	+	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001647924	22	31528745	31528863	+	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001638592	22	31561290	31561333	+	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001918369	22	31528820	31528863	+	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001929082	22	31550254	31550677	+	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001890885	22	31572763	31573214	+	452	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
ENSE00001812493	22	31583875	31583934	+	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001921145	22	31572977	31573214	+	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001880905	22	31583875	31583877	+	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001728560	22	31573174	31573214	+	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003663086	22	31607937	31608033	+	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003592739	22	31611143	31611303	+	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003629640	22	31611766	31611840	+	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003562471	22	31613142	31613216	+	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003584141	22	31613354	31613530	+	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003683276	22	31618314	31618547	+	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001932065	22	31577948	31578452	+	505	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
ENSE00001810940	22	31585068	31585126	+	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001869104	22	31580088	31580364	+	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001820040	22	31583875	31583969	+	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001613170	22	31583906	31583972	+	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001731104	22	31587328	31587912	+	585	0	0	0	3	2	0	0	0	0	0	0	0	3	0	2
ENSE00001884939	22	31604314	31604404	+	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001842373	22	31606328	31606726	+	399	6	0	6	3	4	0	6	0	0	0	6	0	3	0	4
ENSE00001935635	22	31604569	31604671	+	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001844600	22	31611766	31611769	+	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001958721	22	31607651	31608033	+	383	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSE00001848859	22	31611766	31611801	+	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001820969	22	31611999	31612442	+	444	3	1	7	2	7	0	3	0	1	0	7	0	2	1	7
ENSE00001891218	22	31612773	31613216	+	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001857555	22	31613602	31613715	+	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001823908	22	31613835	31613855	+	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001834855	22	31618212	31618226	+	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001831570	22	31614167	31614860	+	694	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0
ENSE00001955657	22	31614371	31616877	+	2507	0	0	4	0	4	0	0	0	0	0	4	0	0	0	4
ENSE00001914738	22	31618115	31618547	+	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001823409	22	31614386	31615279	+	894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001657343	22	31521199	31521592	-	394	70	21	145	128	139	0	70	0	21	0	145	0	128	0	139
ENSE00001654270	22	31538352	31538589	-	238	114	53	256	240	278	0	114	0	53	0	256	0	240	0	278
ENSE00001762388	22	31559483	31559939	+	457	514	202	1230	1183	1253	6	514	12	202	13	1230	9	1183	9	1253
ENSE00003524616	22	31618491	31619836	-	1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003505682	22;22;22	31620553;31620553;31620553	31620713;31620713;31620713	-;-;-	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003507246	22;22;22;22;22	31620996;31620996;31620996;31620996;31620996	31621142;31621142;31621142;31621142;31621142	-;-;-;-;-	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003518485	22;22;22;22;22;22	31621334;31621334;31621334;31621334;31621334;31621334	31621472;31621472;31621472;31621472;31621472;31621472	-;-;-;-;-;-	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003459813	22;22;22;22;22;22	31621649;31621649;31621649;31621649;31621649;31621649	31621885;31621885;31621885;31621885;31621885;31621885	-;-;-;-;-;-	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003785556	22;22;22;22;22;22;22	31623684;31623684;31623684;31623684;31623684;31623684;31623684	31623849;31623849;31623849;31623849;31623849;31623849;31623849	-;-;-;-;-;-;-	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002164052	22;22;22;22;22;22	31625763;31625763;31625763;31625763;31625763;31625763	31626016;31626016;31626016;31626016;31626016;31626016	-;-;-;-;-;-	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001528944	22	31628003	31628221	-	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003601553	22	31618491	31619836	-	1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003629168	22;22;22;22;22	31620553;31620553;31620553;31620553;31620553	31620713;31620713;31620713;31620713;31620713	-;-;-;-;-	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003486842	22;22;22;22	31620996;31620996;31620996;31620996	31621142;31621142;31621142;31621142	-;-;-;-	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001911173	22	31621334	31621885	-	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003597120	22;22	31648101;31648101	31648276;31648276	-;-	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003630918	22;22	31650699;31650699	31650778;31650778	-;-	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001602126	22	31662144	31662215	-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001731955	22	31618511	31619836	-	1326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003559363	22;22;22	31621334;31621334;31621334	31621472;31621472;31621472	-;-;-	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003614460	22;22;22;22	31621649;31621649;31621649;31621649	31621885;31621885;31621885;31621885	-;-;-;-	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003576802	22	31648101	31648276	-	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001722215	22	31662144	31662221	-	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000879937	22	31618515	31619836	-	1322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001345021	22;22	31628003;31628003	31628210;31628210	-;-	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001403429	22	31630804	31630824	-	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001947889	22	31618559	31619836	-	1278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001953338	22	31620996	31621472	-	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003592655	22;22	31623684;31623684	31623849;31623849	-;-	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001840697	22	31630804	31630862	-	59	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSE00001528933	22	31618614	31619836	-	1223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001528934	22	31630804	31630831	-	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001801260	22	31618977	31619836	-	860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001775316	22	31620553	31620599	-	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003647092	22;22	31648101;31648101	31648276;31648276	-;-	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003661475	22;22	31650699;31650699	31650778;31650778	-;-	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001703729	22	31662144	31662180	-	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001685808	22	31619103	31619836	-	734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001927930	22	31662144	31662432	-	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001777422	22	31619444	31619836	-	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001892723	22	31620996	31621885	-	890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001864085	22	31662144	31662203	-	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001850045	22	31625581	31625786	-	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001814614	22	31620578	31620713	-	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001834979	22	31638366	31638398	-	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001700149	22	31621054	31621142	-	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001789678	22	31628853	31628982	-	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001644376	22	31621862	31621885	-	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001623158	22	31625763	31626294	-	532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001632540	22	31638366	31638405	-	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001681887	22	31632183	31632291	-	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001637339	22	31638366	31638445	-	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001868659	22	31625822	31626016	-	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001940430	22;22	31628853;31628853	31628981;31628981	-;-	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001934643	22	31629702	31630006	-	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001834758	22	31625878	31626016	-	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001887458	22	31629776	31629884	-	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001920757	22	31630522	31630799	-	278	0	0	1	0	1	0	0	1	0	1	1	2	0	0	1
ENSE00003746600	22	31621467	31621531	-	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001312743	22	31676256	31677018	-	763	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0
ENSE00003644910	22;22;22	31688156;31688156;31688156	31688227;31688227;31688227	-;-;-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002145286	22;22;22	31701656;31701656;31701656	31701762;31701762;31701762	-;-;-	107	1	0	1	0	8	0	1	0	0	0	1	0	0	0	8
ENSE00002162179	22;22;22	31703550;31703550;31703550	31703721;31703721;31703721	-;-;-	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002150582	22;22;22	31704655;31704655;31704655	31704726;31704726;31704726	-;-;-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001306569	22	31712083	31712745	-	663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001785220	22	31681347	31685803	-	4457	6	10	19	11	12	10	6	18	10	18	19	6	11	8	12
ENSE00001304054	22	31712083	31717291	-	5209	2	8	26	15	23	17	2	14	8	12	26	18	15	7	23
ENSE00003542813	22	31725538	31725610	-	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001528902	22;22	31738387;31738387	31738911;31738911	-;-	525	0	0	3	6	2	1	0	2	0	2	3	2	6	4	2
ENSE00001949247	22	31749993	31750132	-	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001774240	22	31681350	31682134	-	785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001685193	22	31683629	31685803	-	2175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001619890	22	31703550	31703718	-	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001528905	22	31685042	31685803	-	762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003552622	22	31688156	31688227	-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001759868	22	31712083	31713845	-	1763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001932749	22	31704444	31704726	-	283	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0
ENSE00001861168	22	31712083	31712347	-	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001814973	22	31716727	31717291	-	565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003629992	22	31725538	31725610	-	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001876784	22	31749993	31750072	-	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001744133	22	31725544	31725610	-	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001673297	22	31750072	31750140	-	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003827350	22	31753867	31753996	+	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001167463	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31754862;31754862;31754862;31754862;31754862;31754862;31754862;31754862;31754862;31754862;31754862;31754862;31754862;31754862;31754862;31754862;31754862;31754862;31754862;31754862;31754862;31754862;31754862;31754862;31754862;31754862;31754862;31754862;31754862;31754862;31754862;31754862;31754862	31754979;31754979;31754979;31754979;31754979;31754979;31754979;31754979;31754979;31754979;31754979;31754979;31754979;31754979;31754979;31754979;31754979;31754979;31754979;31754979;31754979;31754979;31754979;31754979;31754979;31754979;31754979;31754979;31754979;31754979;31754979;31754979;31754979	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000879948	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31758546;31758546;31758546;31758546;31758546;31758546;31758546;31758546;31758546;31758546;31758546;31758546;31758546;31758546;31758546;31758546;31758546;31758546;31758546;31758546;31758546;31758546;31758546;31758546;31758546;31758546;31758546;31758546;31758546;31758546;31758546;31758546;31758546;31758546	31758633;31758633;31758633;31758633;31758633;31758633;31758633;31758633;31758633;31758633;31758633;31758633;31758633;31758633;31758633;31758633;31758633;31758633;31758633;31758633;31758633;31758633;31758633;31758633;31758633;31758633;31758633;31758633;31758633;31758633;31758633;31758633;31758633;31758633	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003647795	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656;31760656	31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702;31760702	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003532975	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975;31764975	31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060;31765060	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003650130	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31766585;31766585;31766585;31766585;31766585;31766585;31766585;31766585;31766585;31766585;31766585;31766585;31766585;31766585;31766585;31766585;31766585;31766585;31766585;31766585;31766585;31766585;31766585;31766585;31766585;31766585;31766585;31766585;31766585	31766668;31766668;31766668;31766668;31766668;31766668;31766668;31766668;31766668;31766668;31766668;31766668;31766668;31766668;31766668;31766668;31766668;31766668;31766668;31766668;31766668;31766668;31766668;31766668;31766668;31766668;31766668;31766668;31766668	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003672317	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814;31768814	31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863;31768863	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000653307	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31778099;31778099;31778099;31778099;31778099;31778099;31778099;31778099;31778099;31778099;31778099;31778099;31778099;31778099;31778099;31778099;31778099;31778099;31778099;31778099;31778099;31778099;31778099;31778099;31778099;31778099;31778099;31778099;31778099;31778099;31778099;31778099;31778099;31778099	31778168;31778168;31778168;31778168;31778168;31778168;31778168;31778168;31778168;31778168;31778168;31778168;31778168;31778168;31778168;31778168;31778168;31778168;31778168;31778168;31778168;31778168;31778168;31778168;31778168;31778168;31778168;31778168;31778168;31778168;31778168;31778168;31778168;31778168	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000653308	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31783907;31783907;31783907;31783907;31783907;31783907;31783907;31783907;31783907;31783907;31783907;31783907;31783907;31783907;31783907;31783907;31783907;31783907;31783907;31783907;31783907;31783907;31783907;31783907;31783907;31783907;31783907;31783907;31783907;31783907;31783907	31783985;31783985;31783985;31783985;31783985;31783985;31783985;31783985;31783985;31783985;31783985;31783985;31783985;31783985;31783985;31783985;31783985;31783985;31783985;31783985;31783985;31783985;31783985;31783985;31783985;31783985;31783985;31783985;31783985;31783985;31783985	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000653309	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31784814;31784814;31784814;31784814;31784814;31784814;31784814;31784814;31784814;31784814;31784814;31784814;31784814;31784814;31784814;31784814;31784814;31784814;31784814;31784814;31784814;31784814;31784814;31784814;31784814;31784814;31784814;31784814;31784814;31784814	31784875;31784875;31784875;31784875;31784875;31784875;31784875;31784875;31784875;31784875;31784875;31784875;31784875;31784875;31784875;31784875;31784875;31784875;31784875;31784875;31784875;31784875;31784875;31784875;31784875;31784875;31784875;31784875;31784875;31784875	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003685435	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31792033;31792033;31792033;31792033;31792033;31792033;31792033;31792033;31792033;31792033;31792033;31792033;31792033;31792033;31792033;31792033;31792033;31792033;31792033;31792033;31792033;31792033;31792033;31792033;31792033;31792033;31792033;31792033;31792033;31792033	31792102;31792102;31792102;31792102;31792102;31792102;31792102;31792102;31792102;31792102;31792102;31792102;31792102;31792102;31792102;31792102;31792102;31792102;31792102;31792102;31792102;31792102;31792102;31792102;31792102;31792102;31792102;31792102;31792102;31792102	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003485807	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31792745;31792745;31792745;31792745;31792745;31792745;31792745;31792745;31792745;31792745;31792745;31792745;31792745;31792745;31792745;31792745;31792745;31792745;31792745;31792745;31792745;31792745;31792745;31792745;31792745;31792745;31792745;31792745;31792745;31792745	31792817;31792817;31792817;31792817;31792817;31792817;31792817;31792817;31792817;31792817;31792817;31792817;31792817;31792817;31792817;31792817;31792817;31792817;31792817;31792817;31792817;31792817;31792817;31792817;31792817;31792817;31792817;31792817;31792817;31792817	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
